id	year	abstract
http://arxiv.org/abs/1108.1197v4	2012-04-11T12:04:42Z	"I discuss the impact of gauge-gravity duality on our understanding of two
classes of systems: conformal quantum matter and compressible quantum matter.
  The first conformal class includes systems, such as the boson Hubbard model
in two spatial dimensions, which display quantum critical points described by
conformal field theories. Questions associated with non-zero temperature
dynamics and transport are difficult to answer using conventional field
theoretic methods. I argue that many of these can be addressed systematically
using gauge-gravity duality, and discuss the prospects for reliable computation
of low frequency correlations.
  Compressible quantum matter is characterized by the smooth dependence of the
charge density, associated with a global U(1) symmetry, upon a chemical
potential. Familiar examples are solids, superfluids, and Fermi liquids, but
there are more exotic possibilities involving deconfined phases of gauge fields
in the presence of Fermi surfaces. I survey the compressible systems studied
using gauge-gravity duality, and discuss their relationship to the condensed
matter classification of such states. The gravity methods offer hope of a
deeper understanding of exotic and strongly-coupled compressible quantum
states."
http://arxiv.org/abs/1209.1637v2	2012-09-14T13:11:43Z	"Conformal field theories (CFTs) with a globally conserved U(1) charge Q can
be deformed into compressible phases by modifying their Hamiltonian, H, by a
chemical potential H -> H - \mu Q. We study 2+1 dimensional CFTs upon which an
explicit S duality mapping can be performed. We find that this construction
leads naturally to compressible phases which are superfluids, solids, or
non-Fermi liquids which are more appropriately called `Bose metals' in the
present context. The Bose metal preserves all symmetries and has Fermi surfaces
of gauge-charged fermions, even in cases where the parent CFT can be expressed
solely by bosonic degrees of freedom. Monopole operators are identified as
order parameters of the solid, and the product of their magnetic charge and Q
determines the area of the unit cell. We discuss implications for holographic
theories on asymptotically AdS4 spacetimes: S duality and monopole/dyon fields
play important roles in this connection."
http://arxiv.org/abs/1512.00465v2	2015-12-07T19:55:23Z	"The quantum entanglement of many states of matter can be represented by
electric and magnetic fields, much like those found in Maxwell's theory. These
fields ""emerge"" from the quantum structure of the many-electron state, rather
than being fundamental degrees of freedom of the vacuum. I review basic aspects
of the theory of emergent gauge fields in insulators in an intuitive manner. In
metals, Fermi liquid theory relies on adiabatic continuity from the free
electron state, and its central consequence is the existence of long-lived
electron-like quasiparticles around a Fermi surface enclosing a volume
determined by the total density of electrons, via the Luttinger theorem.
However long-range entanglement and emergent gauge fields can also be present
in metals. I focus on the ""fractionalized Fermi liquid"" (FL*) state, which also
has long-lived electron-like quasiparticles around a Fermi surface; however the
Luttinger theorem on the Fermi volume is violated, and this requires the
presence of emergent gauge fields, and the associated loss of adiabatic
continuity to the free electron state. Finally, I present a brief survey of
some recent experiments in the hole-doped cuprate superconductors, and
interpret the properties of the pseudogap regime in the framework of the FL*
theory."
http://arxiv.org/abs/1107.5321v2	2011-08-04T20:01:31Z	"We use gauge-gravity duality to model the crossover from a conformal critical
point to a confining Fermi liquid, driven by a change in fermion density. The
short-distance conformal physics is represented by an anti-de Sitter geometry,
which terminates into a confining state along the emergent spatial direction.
The Luttinger relation, relating the area enclosed by the Fermi surfaces to the
fermion density, is shown to follow from Gauss's Law for the bulk electric
field. We argue that all low energy modes are consistent with Landau's Fermi
liquid theory. An explicit solution is obtained for the Fermi liquid for the
case of hard-wall boundary conditions in the infrared."
http://arxiv.org/abs/1002.2947v1	2010-02-16T17:24:49Z	"I review two classes of strong coupling problems in condensed matter physics,
and describe insights gained by application of the AdS/CFT correspondence. The
first class concerns non-zero temperature dynamics and transport in the
vicinity of quantum critical points described by relativistic field theories. I
describe how relativistic structures arise in models of physical interest,
present results for their quantum critical crossover functions and
magneto-thermoelectric hydrodynamics. The second class concerns symmetry
breaking transitions of two-dimensional systems in the presence of gapless
electronic excitations at isolated points or along lines (i.e. Fermi surfaces)
in the Brillouin zone. I describe the scaling structure of a recent theory of
the Ising-nematic transition in metals, and discuss its possible connection to
theories of Fermi surfaces obtained from simple AdS duals."
http://arxiv.org/abs/1902.04078v3	2019-04-23T08:31:04Z	"We consider the low temperature quantum theory of a charged black hole of
zero temperature horizon radius $R_h$, in a spacetime which is asymptotically
AdS$_{D}$ ($D > 3$) far from the horizon. At temperatures $T \ll 1/R_h$, the
near-horizon geometry is AdS$_2$, and the black hole is described by a
universal 0+1 dimensional effective quantum theory of time diffeomorphisms with
a Schwarzian action, and a phase mode conjugate to the U(1) charge. We obtain
this universal 0+1 dimensional effective theory starting from the full
$D$-dimensional Einstein-Maxwell theory, while keeping quantitative track of
the couplings. The couplings of the effective theory are found to be in
agreement with those expected from the thermodynamics of the $D$-dimensional
black hole."
http://arxiv.org/abs/0711.3015v4	2008-03-09T10:22:21Z	"Magnetic insulators have proved to be fertile ground for studying new types
of quantum many body states, and I survey recent experimental and theoretical
examples. The insights and methods transfer also to novel superconducting and
metallic states. Of particular interest are critical quantum states, sometimes
found at quantum phase transitions, which have gapless excitations with no
particle- or wave-like interpretation, and control a significant portion of the
finite temperature phase diagram. Remarkably, their theory is connected to
holographic descriptions of Hawking radiation from black holes."
http://arxiv.org/abs/0907.0008v7	2009-09-28T13:36:00Z	"Transport measurements in the hole-doped cuprates show a ""strange metal""
normal state with an electrical resistance which varies linearly with
temperature. This strange metal phase is often identified with the quantum
critical region of a zero temperature quantum critical point (QCP) at hole
density x=x_m, near optimal doping. A long-standing problem with this picture
is that low temperature experiments within the superconducting phase have not
shown convincing signatures of such a optimal doping QCP (except in some
cuprates with small superconducting critical temperatures). I review
theoretical work which proposes a simple resolution of this enigma.
  The crossovers in the normal state are argued to be controlled by a QCP at
x_m linked to the onset of spin density wave (SDW) order in a ""large"" Fermi
surface metal, leading to small Fermi pockets for x<x_m. A key effect is that
the onset of superconductivity at low temperatures disrupts the simplest
canonical quantum critical crossover phase diagram. In particular, the
competition between superconductivity and SDW order_shifts_ the actual QCP to a
lower doping x_s < x_m in the underdoped regime, so that SDW order is only
present for x<x_s. I review the phase transitions and crossovers associated
with the QCPs at x_m and x_s: the resulting phase diagram as a function of x,
temperature, and applied magnetic field consistently explains a number of
recent experiments."
http://arxiv.org/abs/1010.0682v3	2010-11-05T09:30:42Z	"I begin with a review of quantum impurity models in condensed matter physics,
in which a localized spin degree of freedom is coupled to an interacting
conformal field theory in d = 2 spatial dimensions. Their properties are
similar to those of supersymmetric generalizations which can be solved by the
AdS/CFT correspondence; the low energy limit of the latter models is described
by a AdS2 geometry. Then I turn to Kondo lattice models, which can be described
by a mean- field theory obtained by a mapping to a quantum impurity coupled to
a self-consistent environment. Such a theory yields a 'fractionalized Fermi
liquid' phase of conduction electrons coupled to a critical spin liquid state,
and is an attractive mean-field theory of strange metals. The recent
holographic description of strange metals with a AdS2 x R2 geometry is argued
to be related to such mean-field solutions of Kondo lattice models."
http://arxiv.org/abs/1203.4565v4	2012-05-22T19:41:27Z	"I present a selective survey of the phases of quantum matter with varieties
of many-particle quantum entanglement. I classify the phases as gapped,
conformal, or compressible quantum matter. Gapped quantum matter is illustrated
by a simple discussion of the Z_2 spin liquid, and connections are made to
topological field theories. I discuss how conformal matter is realized at
quantum critical points of realistic lattice models, and make connections to a
number of experimental systems. Recent progress in our understanding of
compressible quantum phases which are not Fermi liquids is summarized. Finally,
I discuss how the strongly-coupled phases of quantum matter may be described by
gauge-gravity duality. The structure of the large N limit of SU(N) gauge
theory, coupled to adjoint fermion matter at non-zero density, suggests aspects
of gravitational duals of compressible quantum matter."
http://arxiv.org/abs/1506.05111v4	2015-08-12T01:00:55Z	"We examine models of fermions with infinite-range interactions which realize
non-Fermi liquids with a continuously variable U(1) charge density
$\mathcal{Q}$, and a non-zero entropy density $\mathcal{S}$ at vanishing
temperature. Real time correlators of operators carrying U(1) charge $q$ at a
low temperature $T$ are characterized by a $\mathcal{Q}$-dependent frequency
$\omega_{\mathcal{S}} = (q \, T/\hbar) (\partial
\mathcal{S}/\partial{\mathcal{Q}})$ which determines a spectral asymmetry. We
show that the correlators match precisely with those of the AdS$_2$ horizons of
extremal charged black holes. On the black hole side, the matching employs
$\mathcal{S}$ as the Bekenstein-Hawking entropy density, and the laws of black
hole thermodynamics which relate
$(\partial{\mathcal{S}}/\partial{\mathcal{Q}})/(2 \pi)$ to the electric field
strength in AdS$_2$. The fermion model entropy is computed using the
microscopic degrees of freedom of a UV complete theory without supersymmetry."
http://arxiv.org/abs/1002.3823v4	2011-10-26T19:25:58Z	"I begin with a proposed global phase diagram of the cuprate superconductors
as a function of carrier concentration, magnetic field, and temperature, and
highlight its connection to numerous recent experiments. The phase diagram is
then used as a point of departure for a pedagogical review of various quantum
phases and phase transitions of insulators, superconductors, and metals. The
bond operator method is used to describe the transition of dimerized
antiferromagnetic insulators between magnetically ordered states and spin-gap
states. The Schwinger boson method is applied to frustrated square lattice
antiferromagnets: phase diagrams containing collinear and spirally ordered
magnetic states, Z_2 spin liquids, and valence bond solids are presented, and
described by an effective gauge theory of spinons. Insights from these theories
of insulators are then applied to a variety of symmetry breaking transitions in
d-wave superconductors. The latter systems also contain fermionic
quasiparticles with a massless Dirac spectrum, and their influence on the order
parameter fluctuations and quantum criticality is carefully discussed. I
conclude with an introduction to strong coupling problems associated with
symmetry breaking transitions in two-dimensional metals, where the order
parameter fluctuations couple to a gapless line of fermionic excitations along
the Fermi surface."
http://arxiv.org/abs/1801.01125v5	2018-09-10T13:47:00Z	"We begin with an introduction to topological order using Wegner's quantum
$Z_2$ gauge theory on the square lattice: the topological state is
characterized by the expulsion of defects, carrying $Z_2$ magnetic flux. The
interplay between topological order and the breaking of global symmetry is
described by the non-zero temperature statistical mechanics of classical XY
models in dimension $D=3$; such models also describe the zero temperature
quantum phases of bosons with short-range interactions on the square lattice at
integer filling. The topological state is again characterized by the expulsion
of certain defects, in a state with fluctuating symmetry-breaking order, along
with the presence of emergent gauge fields. The phase diagrams of the $Z_2$
gauge theory and the XY models are obtained by embedding them in U(1) gauge
theories, and by studying their Higgs and confining phases. These ideas are
then applied to the single-band Hubbard model on the square lattice. A SU(2)
gauge theory describes the fluctuations of spin-density-wave order, and its
phase diagram is presented by analogy to the XY models. We obtain a class of
zero temperature metallic states with fluctuating spin-density wave order,
topological order associated with defect expulsion, deconfined emergent gauge
fields, reconstructed Fermi surfaces (with `chargon' or electron-like
quasiparticles), but no broken symmetry. We conclude with the application of
such metallic states to the pseudogap phase of the cuprates, and note the
recent comparison with numerical studies of the Hubbard model and photoemission
observations of the electron-doped cuprates. In a detour, we also discuss the
influence of Berry phases, and how they can lead to deconfined quantum critical
points: this applies to bosons on the square lattice at half-integer filling,
and to quantum dimer models."
http://arxiv.org/abs/cond-mat/0211005v6	2003-06-30T13:29:59Z	"It is now widely accepted that the cuprate superconductors are characterized
by the same long-range order as that present in the Bardeen-Cooper-Schrieffer
(BCS) theory: that associated with the condensation of Cooper pairs. We argue
that many physical properties of the cuprates require interplay with additional
order parameters associated with a proximate Mott insulator. We review a
classification of Mott insulators in two dimensions, and contend that the
experimental evidence so far shows that the class appropriate to the cuprates
has collinear spin correlations, bond order, and confinement of neutral, spin
S=1/2 excitations. Proximity to second-order quantum phase transitions
associated with these orders, and with the pairing order of BCS, has led to
systematic predictions for many physical properties. We use this context to
review the results of recent neutron scattering, fluxoid detection, nuclear
magnetic resonance, and scanning tunnelling microscopy experiments."
http://arxiv.org/abs/cond-mat/0308063v1	2003-08-04T20:04:43Z	"We review recent work on a continuum, classical theory of thermal
fluctuations in two dimensional superconductors. A functional integral over a
Ginzburg-Landau free energy describes the amplitude and phase fluctuations
responsible for the crossover from Gaussian fluctuations of the superconducting
order at high temperatures, to the vortex physics of the Kosterlitz-Thouless
transition at lower temperatures. Results on the structure of this crossover
are presented, including new results for corrections to the Aslamazov-Larkin
fluctuation conductivity."
http://arxiv.org/abs/cond-mat/0011233v1	2000-11-14T01:33:00Z	"We consider the quantum field theory of a single, immobile, spin S hole
coupled to a two-dimensional antiferromagnet at a bulk quantum critical point
between phases with and without magnetic long-range order. We present an
alternative derivation of its two-loop beta function; the results agree
completely with earlier work (M. Vojta et al, cond-mat/9912020), and also
determine a new anomalous dimension of the hole creation operator."
http://arxiv.org/abs/cond-mat/0211027v2	2003-01-16T09:38:25Z	"This article surveys the physics of systems proximate to Mott insulators, and
presents a classification using conventional and topological order parameters.
This classification offers a valuable perspective on a variety of conducting
correlated electron systems, from the cuprate superconductors to the heavy
fermion compounds. Connections are drawn, and distinctions made, between
collinear/non-collinear magnetic order, bond order, neutral spin 1/2
excitations in insulators, electron Fermi surfaces which violate Luttinger's
theorem, fractionalization of the electron, and the fractionalization of
bosonic collective modes. Two distinct categories of Z_2 gauge theories are
used to describe the interplay of these orders. Experimental implications for
the cuprates are briefly noted, but these appear in more detail in a companion
review article (S. Sachdev, cond-mat/0211005)."
http://arxiv.org/abs/cond-mat/0108214v2	2001-08-24T20:20:24Z	"We explore the ground states and quantum phase transitions of
two-dimensional, spin S=1/2, antiferromagnets by generalizing lattice models
and duality transforms introduced by Sachdev and Jalabert (Mod. Phys. Lett. B
4, 1043 (1990), http://onsager.physics.yale.edu/p32.pdf). The `minimal' model
for square lattice antiferromagnets is a lattice discretization of the quantum
non-linear sigma model, along with Berry phases which impose quantization of
spin. With full SU(2) spin rotation invariance, we find a magnetically ordered
ground state with Neel order at weak coupling, and a confining paramagnetic
ground state with bond charge (e.g. spin Peierls) order at strong coupling. We
study the mechanisms by which these two states are connected in intermediate
coupling. We extend the minimal model to study different routes to
fractionalization and deconfinement in the ground state, and also generalize it
to cases with a uniaxial anisotropy (the spin symmetry group is then U(1)). For
the latter systems, fractionalization can appear by the pairing of vortices in
the staggered spin order in the easy-plane; however, we argue that this route
does not survive the restoration of SU(2) spin symmetry. For SU(2) invariant
systems we study a separate route to fractionalization associated with the
Higgs phase of a complex boson measuring non-collinear, spiral spin
correlations: we present phase diagrams displaying competition between magnetic
order, bond charge order, and fractionalization, and discuss the nature of the
quantum transitions between the various states. A strong check on our methods
is provided by their application to S=1/2 frustrated antiferromagnets in one
dimension: here, our results are in complete accord with those obtained by
bosonization and by the solution of integrable models."
http://arxiv.org/abs/cond-mat/0112003v1	2001-12-02T18:24:08Z	"We describe the zero temperature phases and phase boundaries of an effective
lattice model for frustrated, easy-plane, spin S=1/2 quantum antiferromagnets.
The model contains states with Neel and bond-centered charge order and
fractionalization in different limiting regimes, and we describe how these
orders compete at intermediate coupling. The complex Berry phase terms render
this model unsuitable for direct simulation; however, a duality mapping leads
to a model of interacting current loops with positive weights, which is then
studied by Monte Carlo simulations."
